Start with N = 1000, C0 = 10, max_point = 5, feature_case = core
The time for constructing x_order and v_order 593 milliseconds
The time for constructing optimization model is 8907 milliseconds, start solving the model
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : CONIC (conic optimization problem)
  Constraints            : 3259            
  Affine conic cons.     : 2000            
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 5123            
  Matrix variables       : 0               
  Integer variables      : 1123            

Optimizer started.
Mixed integer optimizer started.
Threads used: 10
Presolve started.
Presolve terminated. Time = 0.39, probing time =  0.23
Presolved problem: 7085 variables, 2198 constraints, 15205 non-zeros
Presolved problem: 108 general integer, 977 binary, 6000 continuous
Presolved problem: 2000 cones
Clique table size: 107
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
62250    62713    56795    21       3.6344685705e+02     3.3958964998e+02     6.56        1468.9
62463    62930    56962    248      3.6344685705e+02     3.3958964998e+02     6.56        1475.2
62678    63147    57157    255      3.6344685705e+02     3.3959222862e+02     6.56        1481.6
62892    63361    57353    243      3.6344685705e+02     3.3959222862e+02     6.56        1487.7
63101    63572    57516    35       3.6344685705e+02     3.3959222862e+02     6.56        1493.5
63309    63784    57654    47       3.6344685705e+02     3.3959222862e+02     6.56        1498.0
63516    63998    57809    22       3.6344685705e+02     3.3959222862e+02     6.56        1502.3
63733    64215    57998    252      3.6344685705e+02     3.3959222862e+02     6.56        1507.7
63947    64430    58198    249      3.6344685705e+02     3.3959222862e+02     6.56        1511.6
64161    64646    58352    26       3.6344685705e+02     3.3959222862e+02     6.56        1515.6
64375    64861    58534    259      3.6344685705e+02     3.3959222862e+02     6.56        1520.8
64589    65079    58656    26       3.6344685705e+02     3.3959222862e+02     6.56        1526.0
64799    65295    58810    252      3.6344685705e+02     3.3959222862e+02     6.56        1530.5
65014    65510    58999    250      3.6344685705e+02     3.3959222862e+02     6.56        1536.8
65227    65727    59166    23       3.6344685705e+02     3.3959222862e+02     6.56        1542.5
65422    65926    59347    24       3.6344685705e+02     3.3959242290e+02     6.56        1549.6
65636    66140    59523    267      3.6344685705e+02     3.3959242290e+02     6.56        1557.0
65850    66358    59681    246      3.6344685705e+02     3.3959242290e+02     6.56        1563.3
66064    66573    59851    253      3.6344685705e+02     3.3959242290e+02     6.56        1569.6
66279    66789    60034    257      3.6344685705e+02     3.3959242290e+02     6.56        1576.2
66491    67004    60206    26       3.6344685705e+02     3.3959242290e+02     6.56        1583.4
66706    67220    60397    267      3.6344685705e+02     3.3959242290e+02     6.56        1590.5
66921    67437    60566    240      3.6344685705e+02     3.3959242290e+02     6.56        1596.5
67130    67653    60697    242      3.6344685705e+02     3.3959242290e+02     6.56        1602.3
67342    67867    60873    253      3.6344685705e+02     3.3959242290e+02     6.56        1607.8
67552    68082    61053    253      3.6344685705e+02     3.3959242290e+02     6.56        1611.9
67764    68296    61237    268      3.6344685705e+02     3.3959242290e+02     6.56        1616.1
67981    68513    61420    18       3.6344685705e+02     3.3959242290e+02     6.56        1621.5
68194    68729    61593    250      3.6344685705e+02     3.3959242290e+02     6.56        1627.5
68407    68946    61748    246      3.6344685705e+02     3.3959242290e+02     6.56        1632.5
68620    69161    61931    246      3.6344685705e+02     3.3959361250e+02     6.56        1636.6
68808    69352    62105    268      3.6241778826e+02     3.3959361250e+02     6.30        1640.7
69025    69565    62308    250      3.6241778826e+02     3.3959361250e+02     6.30        1644.6
69242    69785    62477    248      3.6241778826e+02     3.3959361250e+02     6.30        1649.1
69453    70001    62620    252      3.6241778826e+02     3.3959361250e+02     6.30        1656.8
69672    70220    62807    250      3.6241778826e+02     3.3959361250e+02     6.30        1663.2
69885    70435    62992    265      3.6241778826e+02     3.3959361250e+02     6.30        1669.2
70103    70654    63178    254      3.6241778826e+02     3.3959361250e+02     6.30        1677.0
70318    70871    63349    28       3.6241778826e+02     3.3959361250e+02     6.30        1684.2
70534    71090    63491    239      3.6241778826e+02     3.3959361250e+02     6.30        1691.4
70747    71305    63670    242      3.6241778826e+02     3.3959654757e+02     6.30        1697.5
70962    71520    63857    257      3.6241778826e+02     3.3959654757e+02     6.30        1703.4
71177    71736    64006    252      3.6241778826e+02     3.3959654757e+02     6.30        1710.0
71392    71953    64191    18       3.6241778826e+02     3.3959654757e+02     6.30        1715.7
71605    72170    64322    247      3.6241778826e+02     3.3959654757e+02     6.30        1721.8
71815    72387    64484    253      3.6241778826e+02     3.3959654757e+02     6.30        1726.2
72031    72604    64662    265      3.6241778826e+02     3.3959654757e+02     6.30        1730.4
72251    72824    64818    280      3.6241778826e+02     3.3959654757e+02     6.30        1734.5
72468    73041    65017    249      3.6241778826e+02     3.3959654757e+02     6.30        1738.9
72685    73258    65188    252      3.6241778826e+02     3.3959654757e+02     6.30        1744.0
72878    73455    65329    254      3.6241778826e+02     3.3959654757e+02     6.30        1748.1
73091    73674    65460    262      3.6241778826e+02     3.3959654757e+02     6.30        1752.9
73306    73890    65621    257      3.6241778826e+02     3.3959654757e+02     6.30        1757.6
73519    74103    65808    24       3.6241778826e+02     3.3959654757e+02     6.30        1762.5
73731    74317    65986    253      3.6241778826e+02     3.3959654757e+02     6.30        1767.3
73948    74535    66153    254      3.6241778826e+02     3.3959654757e+02     6.30        1774.9
74169    74756    66328    264      3.6241778826e+02     3.3959654757e+02     6.30        1781.8
74374    74963    66471    254      3.6241778826e+02     3.3959654757e+02     6.30        1787.7
74582    75171    66627    252      3.6241778826e+02     3.3959654757e+02     6.30        1793.8
74796    75385    66803    256      3.6241778826e+02     3.3959654757e+02     6.30        1799.9
75012    75601    66967    251      3.6241778826e+02     3.3959654757e+02     6.30        1806.1
75230    75819    67147    268      3.6241778826e+02     3.3959654757e+02     6.30        1812.4
75445    76035    67320    254      3.6241778826e+02     3.3959654757e+02     6.30        1819.7
75658    76255    67479    26       3.6241778826e+02     3.3959654757e+02     6.30        1825.0
75874    76472    67625    256      3.6241778826e+02     3.3959654757e+02     6.30        1829.5
76090    76689    67769    35       3.6241778826e+02     3.3959654757e+02     6.30        1835.2
76307    76908    67944    54       3.6241778826e+02     3.3959654757e+02     6.30        1840.7
76525    77126    68128    67       3.6241778826e+02     3.3959654757e+02     6.30        1844.8
76741    77343    68284    80       3.6241778826e+02     3.3959654757e+02     6.30        1849.1
76956    77561    68435    94       3.6241778826e+02     3.3959654757e+02     6.30        1855.1
77150    77760    68551    105      3.6241778826e+02     3.3959654757e+02     6.30        1861.2
77366    77978    68731    252      3.6241778826e+02     3.3959654757e+02     6.30        1867.1
77583    78196    68910    255      3.6241778826e+02     3.3959654757e+02     6.30        1873.2
77802    78415    69101    254      3.6241778826e+02     3.3959654757e+02     6.30        1881.2
78020    78633    69255    261      3.6241778826e+02     3.3959654757e+02     6.30        1887.6
78232    78848    69365    252      3.6241778826e+02     3.3959654757e+02     6.30        1896.0
78443    79059    69536    25       3.6241778826e+02     3.3959654757e+02     6.30        1902.2
78649    79265    69700    254      3.6241778826e+02     3.3959654757e+02     6.30        1907.2
78859    79475    69888    259      3.6241778826e+02     3.3959654757e+02     6.30        1911.5
79072    79694    70011    271      3.6241778826e+02     3.3959654757e+02     6.30        1915.4
79291    79914    70166    20       3.6241778826e+02     3.3959654757e+02     6.30        1919.3
79509    80132    70348    262      3.6241778826e+02     3.3959654757e+02     6.30        1923.1
79727    80350    70554    261      3.6241778826e+02     3.3959654757e+02     6.30        1927.1
79944    80570    70697    259      3.6241778826e+02     3.3959654757e+02     6.30        1932.2
80159    80790    70850    276      3.6241778826e+02     3.3959654757e+02     6.30        1936.8
80357    80990    70974    254      3.6241778826e+02     3.3959654757e+02     6.30        1943.4
80574    81210    71153    14       3.6241778826e+02     3.3959654757e+02     6.30        1949.6
80795    81431    71310    249      3.6241778826e+02     3.3959654757e+02     6.30        1957.6
81008    81645    71479    270      3.6241778826e+02     3.3959654757e+02     6.30        1963.8
81222    81861    71629    284      3.6241778826e+02     3.3959654757e+02     6.30        1969.9
81441    82080    71818    262      3.6241778826e+02     3.3959654757e+02     6.30        1975.8
81660    82299    72011    28       3.6241778826e+02     3.3959654757e+02     6.30        1981.6
81873    82513    72166    247      3.6241778826e+02     3.3959654757e+02     6.30        1986.6
82090    82731    72311    30       3.6241778826e+02     3.3959654757e+02     6.30        1992.6
82304    82948    72489    45       3.6241778826e+02     3.3959654757e+02     6.30        1997.0
82518    83164    72667    55       3.6241778826e+02     3.3959654757e+02     6.30        2001.6
82733    83384    72824    254      3.6241778826e+02     3.3959654757e+02     6.30        2006.2
82948    83605    72953    23       3.6241778826e+02     3.3959654757e+02     6.30        2011.2
83158    83817    73111    251      3.6241778826e+02     3.3959654757e+02     6.30        2015.5
83371    84030    73296    268      3.6241778826e+02     3.3959654757e+02     6.30        2019.4
83586    84247    73465    278      3.6241778826e+02     3.3959654757e+02     6.30        2023.1
83796    84463    73589    259      3.6241778826e+02     3.3959654757e+02     6.30        2029.9
84014    84685    73723    252      3.6241778826e+02     3.3959654757e+02     6.30        2036.9
84225    84902    73884    256      3.6241778826e+02     3.3959654757e+02     6.30        2044.1
84430    85109    74043    256      3.6241778826e+02     3.3959654757e+02     6.30        2050.7
84636    85315    74201    268      3.6241778826e+02     3.3959654757e+02     6.30        2059.6
84847    85526    74344    265      3.6241778826e+02     3.3959654757e+02     6.30        2065.6
85055    85735    74518    252      3.6241778826e+02     3.3959654757e+02     6.30        2072.1
85263    85943    74678    252      3.6241778826e+02     3.3959654757e+02     6.30        2078.3
85467    86148    74822    25       3.6241778826e+02     3.3959654757e+02     6.30        2083.5
85673    86359    74956    42       3.6241778826e+02     3.3959654757e+02     6.30        2088.6
85881    86568    75114    255      3.6241778826e+02     3.3959654757e+02     6.30        2093.0
86087    86779    75276    252      3.6241778826e+02     3.3959654757e+02     6.30        2097.9
86299    86993    75460    255      3.6241778826e+02     3.3959654757e+02     6.30        2101.8
86517    87214    75610    19       3.6241778826e+02     3.3959654757e+02     6.30        2106.3
86739    87436    75796    276      3.6241778826e+02     3.3959654757e+02     6.30        2112.4
86951    87653    75944    288      3.6241778826e+02     3.3959654757e+02     6.30        2118.8
87159    87866    76090    257      3.6241778826e+02     3.3959654757e+02     6.30        2125.2
87361    88080    76202    257      3.6241778826e+02     3.3959654757e+02     6.30        2131.3
87570    88293    76347    263      3.6241778826e+02     3.3959654757e+02     6.30        2137.5
87776    88501    76507    281      3.6241778826e+02     3.3959654757e+02     6.30        2146.1
87958    88684    76649    261      3.6241778826e+02     3.3959654757e+02     6.30        2153.9
88148    88874    76779    262      3.6241778826e+02     3.3959654757e+02     6.30        2159.7
88355    89083    76920    26       3.6241778826e+02     3.3959654757e+02     6.30        2164.3
88570    89304    77093    39       3.6241778826e+02     3.3959654757e+02     6.30        2169.2
88790    89524    77297    58       3.6241778826e+02     3.3959654757e+02     6.30        2174.4
89004    89740    77465    16       3.6241778826e+02     3.3959654757e+02     6.30        2179.6
89207    89952    77566    265      3.6241778826e+02     3.3959654757e+02     6.30        2184.9
89407    90161    77702    256      3.6241778826e+02     3.3959654757e+02     6.30        2188.7
89622    90377    77867    270      3.6241778826e+02     3.3959654757e+02     6.30        2193.4
89838    90593    78047    254      3.6241778826e+02     3.3959654757e+02     6.30        2199.7
90050    90810    78223    23       3.6241778826e+02     3.3959654757e+02     6.30        2205.6
90264    91033    78351    256      3.6241778826e+02     3.3959654757e+02     6.30        2210.7
90476    91252    78495    264      3.6241778826e+02     3.3959654757e+02     6.30        2216.9
90689    91467    78680    279      3.6241778826e+02     3.3959654757e+02     6.30        2223.1
90904    91684    78869    254      3.6241778826e+02     3.3959654757e+02     6.30        2229.5
91103    91883    79036    252      3.6241778826e+02     3.3959654757e+02     6.30        2235.9
91314    92101    79163    257      3.6241778826e+02     3.3959654757e+02     6.30        2241.8
91529    92318    79360    37       3.6241778826e+02     3.3959654757e+02     6.30        2247.5
91745    92534    79546    56       3.6241778826e+02     3.3959654757e+02     6.30        2252.4
91965    92755    79714    73       3.6241778826e+02     3.3959654757e+02     6.30        2257.1
92179    92972    79834    260      3.6241778826e+02     3.3959654757e+02     6.30        2262.4
92392    93187    80019    258      3.6241778826e+02     3.3959654757e+02     6.30        2266.4
92606    93401    80223    255      3.6241778826e+02     3.3959654757e+02     6.30        2270.3
92818    93621    80375    250      3.6241778826e+02     3.3959654757e+02     6.30        2275.0
93034    93841    80513    258      3.6241778826e+02     3.3959654757e+02     6.30        2280.6
93248    94057    80691    13       3.6241778826e+02     3.3959654757e+02     6.30        2287.3
93463    94272    80900    263      3.6241778826e+02     3.3959654757e+02     6.30        2293.3
93675    94491    81048    277      3.6241778826e+02     3.3959654757e+02     6.30        2299.0
93891    94707    81204    252      3.6241778826e+02     3.3959654757e+02     6.30        2305.0
94106    94922    81377    19       3.6241778826e+02     3.3959654757e+02     6.30        2311.0
94321    95140    81574    27       3.6241778826e+02     3.3959654757e+02     6.30        2317.0
94530    95349    81719    34       3.6241778826e+02     3.3959654757e+02     6.30        2324.2
94730    95556    81861    41       3.6241778826e+02     3.3959654757e+02     6.30        2329.2
94945    95771    82030    32       3.6241778826e+02     3.3959654757e+02     6.30        2333.7
95159    95987    82210    258      3.6241778826e+02     3.3959654757e+02     6.30        2337.8
95357    96191    82374    32       3.6241778826e+02     3.3959654757e+02     6.30        2342.0
95574    96408    82549    48       3.6241778826e+02     3.3959654757e+02     6.30        2346.9
95788    96625    82683    62       3.6241778826e+02     3.3959654757e+02     6.30        2350.7
96004    96843    82849    261      3.6241778826e+02     3.3959654757e+02     6.30        2354.7
96221    97062    83038    258      3.6241778826e+02     3.3959654757e+02     6.30        2358.6
96438    97280    83215    261      3.6241778826e+02     3.3959654757e+02     6.30        2363.8
96654    97499    83349    43       3.6241778826e+02     3.3959654757e+02     6.30        2370.7
96870    97716    83505    59       3.6241778826e+02     3.3959654757e+02     6.30        2377.5
97084    97931    83681    73       3.6241778826e+02     3.3959654757e+02     6.30        2383.8
97298    98146    83853    28       3.6241778826e+02     3.3959654757e+02     6.30        2391.0
97510    98363    83975    258      3.6241778826e+02     3.3959654757e+02     6.30        2397.5
97722    98578    84117    265      3.6241778826e+02     3.3959654757e+02     6.30        2403.9
97936    98792    84317    24       3.6241778826e+02     3.3959654757e+02     6.30        2410.6
98132    98988    84465    39       3.6241778826e+02     3.3959654757e+02     6.30        2417.1
98345    99205    84594    52       3.6241778826e+02     3.3959654757e+02     6.30        2422.4
98547    99420    84712    66       3.6241778826e+02     3.3959654757e+02     6.30        2427.2
98751    99633    84856    80       3.6241778826e+02     3.3959654757e+02     6.30        2431.3
98965    99850    85016    21       3.6241778826e+02     3.3959654757e+02     6.30        2435.3
99174    100066   85161    258      3.6241778826e+02     3.3959654757e+02     6.30        2439.0
99386    100280   85339    257      3.6241778826e+02     3.3959654757e+02     6.30        2443.9
99598    100495   85491    275      3.6241778826e+02     3.3959654757e+02     6.30        2450.1
99814    100714   85661    17       3.6241778826e+02     3.3959654757e+02     6.30        2456.4
100030   100934   85807    260      3.6241778826e+02     3.3959654757e+02     6.30        2462.7
100247   101152   85952    263      3.6241778826e+02     3.3959654757e+02     6.30        2469.0
100465   101372   86104    277      3.6241778826e+02     3.3959654757e+02     6.30        2475.1
100684   101593   86265    262      3.6241778826e+02     3.3959654757e+02     6.30        2481.3
100903   101815   86434    33       3.6241778826e+02     3.3959654757e+02     6.30        2488.0
101117   102033   86582    254      3.6241778826e+02     3.3959654757e+02     6.30        2493.4
101336   102254   86735    37       3.6241778826e+02     3.3959654757e+02     6.30        2499.2
101553   102474   86878    52       3.6241778826e+02     3.3959654757e+02     6.30        2503.5
101773   102697   87018    69       3.6241778826e+02     3.3959654757e+02     6.30        2507.7
101992   102919   87167    84       3.6241778826e+02     3.3959654757e+02     6.30        2512.8
102209   103139   87350    262      3.6241778826e+02     3.3959654757e+02     6.30        2516.7
102405   103339   87492    264      3.6232623892e+02     3.3959654757e+02     6.27        2520.8
102622   103561   87651    265      3.6232623892e+02     3.3959654757e+02     6.27        2526.9
102841   103783   87826    49       3.6232623892e+02     3.3959654757e+02     6.27        2533.2
103062   104006   87993    66       3.6232623892e+02     3.3959654757e+02     6.27        2540.6
103281   104225   88136    15       3.6232623892e+02     3.3959654757e+02     6.27        2547.5
103489   104433   88288    257      3.6232623892e+02     3.3959654757e+02     6.27        2554.9
103696   104640   88431    260      3.6232623892e+02     3.3959654757e+02     6.27        2561.1
103903   104848   88588    26       3.6232623892e+02     3.3959654757e+02     6.27        2567.7
104111   105056   88730    43       3.6232623892e+02     3.3959654757e+02     6.27        2574.1
104310   105257   88885    263      3.6232623892e+02     3.3959654757e+02     6.27        2579.0
104519   105471   89016    20       3.6232623892e+02     3.3959654757e+02     6.27        2583.4
104731   105690   89180    25       3.6232623892e+02     3.3959654757e+02     6.27        2587.6
104944   105910   89345    41       3.6232623892e+02     3.3959654757e+02     6.27        2593.2
105161   106130   89494    254      3.6232623892e+02     3.3959654757e+02     6.27        2597.1
105377   106349   89658    258      3.6232623892e+02     3.3959654757e+02     6.27        2602.1
105594   106566   89847    261      3.6232623892e+02     3.3959654757e+02     6.27        2608.4
105808   106782   90017    273      3.6232623892e+02     3.3959654757e+02     6.27        2614.5
106005   106982   90130    287      3.6232623892e+02     3.3959654757e+02     6.27        2621.0
106211   107200   90280    258      3.6232623892e+02     3.3959654757e+02     6.27        2627.2
106424   107415   90457    261      3.6232623892e+02     3.3959654757e+02     6.27        2633.2
106635   107629   90602    22       3.6232623892e+02     3.3959654757e+02     6.27        2640.5
106848   107846   90753    275      3.6232623892e+02     3.3959654757e+02     6.27        2647.3
107056   108061   90889    287      3.6232623892e+02     3.3959654757e+02     6.27        2654.3
107261   108275   91018    256      3.6232623892e+02     3.3959745022e+02     6.27        2660.0
107467   108487   91142    260      3.6232623892e+02     3.3959745022e+02     6.27        2664.1
107672   108702   91259    261      3.6232623892e+02     3.3959745022e+02     6.27        2668.1
107878   108918   91417    259      3.6232623892e+02     3.3959745022e+02     6.27        2672.3
108089   109133   91572    23       3.6232623892e+02     3.3959745022e+02     6.27        2676.5
108302   109349   91737    259      3.6232623892e+02     3.3959745022e+02     6.27        2682.1
108516   109564   91891    259      3.6232623892e+02     3.3959745022e+02     6.27        2688.4
108730   109780   92073    261      3.6232623892e+02     3.3959745022e+02     6.27        2694.6
108938   109992   92243    264      3.6232623892e+02     3.3959745022e+02     6.27        2701.0
109152   110207   92429    278      3.6232623892e+02     3.3959745022e+02     6.27        2707.3
109363   110425   92530    290      3.6232623892e+02     3.3959745022e+02     6.27        2713.2
109569   110643   92674    28       3.6232623892e+02     3.3959745022e+02     6.27        2719.6
109786   110862   92859    263      3.6232623892e+02     3.3959745022e+02     6.27        2725.8
109996   111079   93025    265      3.6232623892e+02     3.3959745022e+02     6.27        2731.7
110191   111278   93164    276      3.6232623892e+02     3.3959745022e+02     6.27        2737.4
110405   111497   93298    20       3.6232623892e+02     3.3959745022e+02     6.27        2743.3
110615   111709   93480    260      3.6232623892e+02     3.3959745022e+02     6.27        2747.6
110829   111925   93630    261      3.6232623892e+02     3.3959745022e+02     6.27        2752.8
111038   112140   93755    27       3.6232623892e+02     3.3959745022e+02     6.27        2758.0
111248   112353   93919    43       3.6232623892e+02     3.3959745022e+02     6.27        2763.7
111461   112568   94076    56       3.6232623892e+02     3.3959745022e+02     6.27        2769.9
111674   112787   94241    70       3.6232623892e+02     3.3959745022e+02     6.27        2777.7
111886   113002   94399    260      3.6232623892e+02     3.3959745022e+02     6.27        2784.1
112095   113214   94578    28       3.6232623892e+02     3.3959745022e+02     6.27        2790.4
112307   113430   94744    262      3.6232623892e+02     3.3959745022e+02     6.27        2796.6
112520   113648   94877    276      3.6232623892e+02     3.3959745022e+02     6.27        2802.6
112734   113862   95047    261      3.6232623892e+02     3.3959745022e+02     6.27        2808.3
112949   114077   95228    254      3.6232623892e+02     3.3959745022e+02     6.27        2814.1
113160   114292   95395    260      3.6232623892e+02     3.3959745022e+02     6.27        2819.7
113372   114510   95547    276      3.6232623892e+02     3.3959745022e+02     6.27        2825.2
113580   114725   95687    265      3.6232623892e+02     3.3959745022e+02     6.27        2829.3
113791   114941   95838    265      3.6232623892e+02     3.3959745022e+02     6.27        2833.5
113983   115141   95998    262      3.6232623892e+02     3.3959745022e+02     6.27        2837.6
114193   115359   96178    279      3.6232623892e+02     3.3959745022e+02     6.27        2841.6
114402   115577   96313    290      3.6232623892e+02     3.3959745022e+02     6.27        2848.6
114617   115794   96448    26       3.6232623892e+02     3.3959745022e+02     6.27        2857.0
114823   116010   96582    263      3.6232623892e+02     3.3959745022e+02     6.27        2864.4
115036   116225   96761    28       3.6232623892e+02     3.3959745022e+02     6.27        2872.6
115249   116441   96950    44       3.6232623892e+02     3.3959745022e+02     6.27        2878.8
115463   116661   97080    59       3.6232623892e+02     3.3959745022e+02     6.27        2884.8
115670   116877   97185    72       3.6232623892e+02     3.3959745022e+02     6.27        2891.6
115885   117095   97362    266      3.6232623892e+02     3.3959745022e+02     6.27        2896.6
116100   117310   97549    265      3.6232623892e+02     3.3959745022e+02     6.27        2901.1
116311   117529   97676    268      3.6232623892e+02     3.3959745022e+02     6.27        2905.5
116521   117748   97802    267      3.6232623892e+02     3.3959745022e+02     6.27        2910.4
116737   117964   97990    266      3.6232623892e+02     3.3959745022e+02     6.27        2914.4
116953   118182   98174    11       3.6232623892e+02     3.3959745022e+02     6.27        2919.0
117149   118389   98304    287      3.6232623892e+02     3.3959745022e+02     6.27        2923.8
117360   118609   98439    263      3.6232623892e+02     3.3959745022e+02     6.27        2929.8
117572   118827   98605    16       3.6232623892e+02     3.3959745022e+02     6.27        2936.2
117787   119043   98770    265      3.6232623892e+02     3.3959745022e+02     6.27        2943.6
117993   119261   98900    278      3.6232623892e+02     3.3959745022e+02     6.27        2951.6
118194   119478   99031    289      3.6232623892e+02     3.3959745022e+02     6.27        2957.8
118403   119696   99170    267      3.6232623892e+02     3.3959745022e+02     6.27        2964.4
118618   119914   99339    266      3.6232623892e+02     3.3959745022e+02     6.27        2970.2
118829   120133   99502    31       3.6232623892e+02     3.3959745022e+02     6.27        2975.5
119045   120352   99672    282      3.6232623892e+02     3.3959745022e+02     6.27        2980.1
119253   120570   99804    294      3.6232623892e+02     3.3959745022e+02     6.27        2984.5
119464   120788   99957    267      3.6232623892e+02     3.3959745022e+02     6.27        2988.5
119673   121004   100110   257      3.6232623892e+02     3.3959745022e+02     6.27        2992.6
119881   121217   100280   28       3.6232623892e+02     3.3959745022e+02     6.27        2996.9
120096   121433   100443   46       3.6232623892e+02     3.3959745022e+02     6.27        3002.3
120301   121650   100594   270      3.6232623892e+02     3.3959745022e+02     6.27        3006.2
120495   121849   100752   263      3.6232623892e+02     3.3959745022e+02     6.27        3012.4
120709   122068   100922   258      3.6232623892e+02     3.3959745022e+02     6.27        3018.8
120924   122288   101085   269      3.6232623892e+02     3.3959745022e+02     6.27        3025.0
121140   122506   101231   280      3.6232623892e+02     3.3959745022e+02     6.27        3031.2
121352   122727   101373   292      3.6232623892e+02     3.3959745022e+02     6.27        3037.6
121560   122942   101527   261      3.6232623892e+02     3.3959745022e+02     6.27        3043.3
121771   123159   101686   255      3.6232623892e+02     3.3959745022e+02     6.27        3049.5
121982   123373   101857   265      3.6232623892e+02     3.3959745022e+02     6.27        3055.2
122195   123586   102038   282      3.6232623892e+02     3.3959745022e+02     6.27        3059.6
122409   123802   102210   21       3.6232623892e+02     3.3959745022e+02     6.27        3064.9
122622   124017   102357   260      3.6232623892e+02     3.3959745022e+02     6.27        3070.3
122832   124229   102533   262      3.6232623892e+02     3.3959745022e+02     6.27        3074.4
123042   124443   102699   265      3.6232623892e+02     3.3959745022e+02     6.27        3078.3
123245   124659   102854   262      3.6232623892e+02     3.3959745022e+02     6.27        3083.0
123454   124871   103013   268      3.6232623892e+02     3.3959745022e+02     6.27        3088.0
123661   125083   103176   267      3.6232623892e+02     3.3959745022e+02     6.27        3092.0
123873   125300   103312   21       3.6232623892e+02     3.3959745022e+02     6.27        3096.8
124080   125518   103421   268      3.6232623892e+02     3.3959745022e+02     6.27        3102.8
124292   125731   103597   262      3.6232623892e+02     3.3959745022e+02     6.27        3108.9
124485   125926   103756   275      3.6232623892e+02     3.3959745022e+02     6.27        3115.1
124696   126144   103911   286      3.6232623892e+02     3.3959745022e+02     6.27        3120.7
124907   126361   104034   23       3.6232623892e+02     3.3959745022e+02     6.27        3127.2
125116   126576   104211   265      3.6232623892e+02     3.3959745022e+02     6.27        3133.6
125328   126791   104357   262      3.6232623892e+02     3.3959745022e+02     6.27        3139.8
125542   127008   104505   278      3.6232623892e+02     3.3959745022e+02     6.27        3146.0
125757   127225   104670   23       3.6232623892e+02     3.3959745022e+02     6.27        3150.4
125971   127439   104850   267      3.6232623892e+02     3.3959745022e+02     6.27        3155.3
126184   127657   104993   265      3.6232623892e+02     3.3959745022e+02     6.27        3160.2
126394   127871   105141   267      3.6232623892e+02     3.3959745022e+02     6.27        3166.0
126600   128084   105309   267      3.6232623892e+02     3.3959745022e+02     6.27        3171.6
126810   128298   105443   276      3.6232623892e+02     3.3959745022e+02     6.27        3177.2
127024   128515   105577   267      3.6232623892e+02     3.3959745022e+02     6.27        3183.5
127235   128730   105758   265      3.6232623892e+02     3.3959745022e+02     6.27        3189.8
127450   128947   105947   263      3.6232623892e+02     3.3959745022e+02     6.27        3195.7
127664   129166   106113   281      3.6232623892e+02     3.3959745022e+02     6.27        3201.7
127877   129384   106266   273      3.6232623892e+02     3.3959745022e+02     6.27        3208.0
128088   129597   106437   19       3.6232623892e+02     3.3959745022e+02     6.27        3213.8
128301   129813   106594   276      3.6232623892e+02     3.3959745022e+02     6.27        3218.3
128510   130029   106735   289      3.6232623892e+02     3.3959745022e+02     6.27        3222.4
128701   130225   106866   17       3.6232623892e+02     3.3959745022e+02     6.27        3227.0
128908   130440   107025   267      3.6232623892e+02     3.3959745022e+02     6.27        3232.7
129121   130653   107168   281      3.6232623892e+02     3.3959745022e+02     6.27        3238.1
129329   130866   107312   19       3.6232623892e+02     3.3959745022e+02     6.27        3242.9
129535   131081   107442   270      3.6232623892e+02     3.3959745022e+02     6.27        3246.8
129747   131298   107590   271      3.6232623892e+02     3.3959745022e+02     6.27        3250.7
129953   131514   107758   287      3.6232623892e+02     3.3959745022e+02     6.27        3255.1
130167   131734   107930   300      3.6232623892e+02     3.3959745022e+02     6.27        3260.3
130380   131955   108075   266      3.6232623892e+02     3.3959745022e+02     6.27        3265.9
130592   132173   108239   28       3.6232623892e+02     3.3959745022e+02     6.27        3270.4
130807   132390   108392   279      3.6232623892e+02     3.3959745022e+02     6.27        3274.6
131023   132609   108544   290      3.6232623892e+02     3.3959745022e+02     6.27        3280.0
131232   132827   108713   29       3.6232623892e+02     3.3959745022e+02     6.27        3285.8
131448   133048   108881   267      3.6232623892e+02     3.3959745022e+02     6.27        3291.9
131664   133269   109037   264      3.6232623892e+02     3.3959745022e+02     6.27        3298.1
131877   133489   109208   46       3.6232623892e+02     3.3959745022e+02     6.27        3306.4
132092   133705   109375   61       3.6232623892e+02     3.3959745022e+02     6.27        3313.8
132280   133901   109513   263      3.6232623892e+02     3.3959745022e+02     6.27        3320.8
132496   134119   109699   275      3.6232623892e+02     3.3959745022e+02     6.27        3328.7
132709   134333   109854   260      3.6232623892e+02     3.3959745022e+02     6.27        3333.8
132925   134554   110006   277      3.6232623892e+02     3.3959745022e+02     6.27        3338.2
133138   134772   110161   273      3.6232623892e+02     3.3959745022e+02     6.27        3342.5
133354   134990   110339   271      3.6232623892e+02     3.3959864833e+02     6.27        3346.7
133567   135207   110510   257      3.6232623892e+02     3.3959864833e+02     6.27        3351.7
133777   135428   110654   276      3.6232623892e+02     3.3959864833e+02     6.27        3356.1
