ORIGINAL
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : CONIC (conic optimization problem)
  Constraints            : 28682           
  Affine conic cons.     : 20000           
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 44342           
  Matrix variables       : 0               
  Integer variables      : 4342            

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 3.77, probing time =  3.15
Presolved problem: 64276 variables, 24251 constraints, 176760 non-zeros
Presolved problem: 1 general integer, 4275 binary, 60000 continuous
Presolved problem: 20000 cones
Clique table size: 4251
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
22       26       21       4        5.4652811120e+03     4.6413998747e+03     15.07       41.1  
36       40       25       5        5.4652811120e+03     4.7513141923e+03     13.06       44.3  
55       59       32       6        5.4652811120e+03     4.7513141923e+03     13.06       47.0  
68       72       41       7        5.4652811120e+03     4.7513141923e+03     13.06       48.4  
94       98       39       9        5.4652811120e+03     4.7513141923e+03     13.06       52.5  
109      113      42       7        5.4652811120e+03     4.7513141923e+03     13.06       54.5  
139      143      52       9        5.4652811120e+03     4.7513141923e+03     13.06       57.7  
179      183      66       11       5.4652811120e+03     4.7513141923e+03     13.06       61.0  
239      243      80       13       5.4652811120e+03     4.7513141923e+03     13.06       66.0  
319      323      96       15       5.4652811120e+03     4.7513141923e+03     13.06       71.4  
399      403      114      17       5.3529608156e+03     4.7513141923e+03     11.24       76.7  
499      497      132      20       5.3529608156e+03     4.7513141923e+03     11.24       83.7  
619      593      142      23       4.9495878712e+03     4.7513141923e+03     4.01        95.5  
750      670      95       19       4.9495878712e+03     4.7993515233e+03     3.04        103.6 
825      718      82       23       4.9495878712e+03     4.7993515233e+03     3.04        108.1 
895      777      80       16       4.9495878712e+03     4.7993515233e+03     3.04        112.8 
971      849      80       23       4.9495878712e+03     4.8015189180e+03     2.99        116.9 
1049     927      86       25       4.9495878712e+03     4.8015189180e+03     2.99        121.0 
1127     1003     92       22       4.9495878712e+03     4.8015189180e+03     2.99        125.4 
1207     1083     92       15       4.9495878712e+03     4.8060626307e+03     2.90        129.9 
1287     1163     102      17       4.9495878712e+03     4.8060626307e+03     2.90        134.3 
1383     1259     108      20       4.9495878712e+03     4.8060626307e+03     2.90        139.8 
1483     1359     112      25       4.9495878712e+03     4.8060626307e+03     2.90        144.6 
1583     1459     118      22       4.9495878712e+03     4.8088738174e+03     2.84        149.5 
1682     1556     119      22       4.9450888032e+03     4.8147680907e+03     2.64        154.6 
1782     1656     133      26       4.9450888032e+03     4.8148982143e+03     2.63        159.6 
1902     1776     133      19       4.9352672023e+03     4.8254323898e+03     2.23        165.9 
2019     1887     114      24       4.9352672023e+03     4.8254323898e+03     2.23        171.8 
2118     1984     123      29       4.9352672023e+03     4.8254323898e+03     2.23        176.4 
2237     2103     90       21       4.9352672023e+03     4.8321135761e+03     2.09        181.8 
2317     2181     90       25       4.9352672023e+03     4.8347506456e+03     2.04        185.5 
2396     2260     73       27       4.9352672023e+03     4.8347506456e+03     2.04        189.4 
2454     2317     69       27       4.9352672023e+03     4.8369032971e+03     1.99        192.4 
2511     2372     48       29       4.9352672023e+03     4.8369032971e+03     1.99        195.6 
2549     2404     36       24       4.9352672023e+03     4.8396522929e+03     1.94        197.7 
2563     2417     30       25       4.9352672023e+03     4.8396522929e+03     1.94        198.7 
2578     2432     39       26       4.9352672023e+03     4.8399521668e+03     1.93        199.9 
2591     2445     34       28       4.9352672023e+03     4.8399521668e+03     1.93        201.0 
2609     2463     38       29       4.9352672023e+03     4.8407086168e+03     1.92        202.0 
2623     2476     36       26       4.9352672023e+03     4.8407086168e+03     1.92        203.2 
2638     2491     29       27       4.9352672023e+03     4.8407086168e+03     1.92        204.3 
2651     2504     24       28       4.9352672023e+03     4.8407086168e+03     1.92        205.4 
2669     2522     14       28       4.9352672023e+03     4.8407086168e+03     1.92        207.5 
2681     2534     10       26       4.9352672023e+03     4.8416989301e+03     1.90        209.5 
2693     2546     8        27       4.9352672023e+03     4.8467661985e+03     1.79        212.5 
2707     2560     10       30       4.9352672023e+03     4.8504238295e+03     1.72        216.5 
2718     2571     1        28       4.9352672023e+03     4.9288378032e+03     0.13        219.8 
2729     2582     2        27       4.9352672023e+03     4.9300138815e+03     0.11        224.6 
An optimal solution satisfying the relative gap tolerance of 1.00e-02(%) has been located.
The relative gap is 0.00e+00(%).
An optimal solution satisfying the absolute gap tolerance of 0.00e+00 has been located.
The absolute gap is 0.00e+00.

Objective of best integer solution : 4.935267202282e+03      
Best objective bound               : 4.935267202282e+03      
Initial feasible solution objective: Undefined
Construct solution objective       : Not employed
User objective cut value           : Not employed
Number of cuts generated           : 0
Number of branches                 : 2731
Number of relaxations solved       : 2584
Number of interior point iterations: 47847
Number of simplex iterations       : 0
Time spend presolving the root     : 2.37
Time spend optimizing the root     : 1.51
Mixed integer optimizer terminated. Time: 225.23

Optimizer terminated. Time: 225.51  

Solution is optimal
  objective value = 4935.2672022823135
MOSEK error 2950: No dual information is available for the integer solution.
* Solver : Mosek

* Status
  Result count       : 1
  Termination status : OPTIMAL
  Message from the solver:
  "Mosek.MSK_SOL_STA_INTEGER_OPTIMAL"

* Candidate solution (result #1)
  Primal status      : FEASIBLE_POINT
  Dual status        : NO_SOLUTION
  Objective value    : 4.93527e+03
  Objective bound    : 4.93527e+03
  Relative gap       : 0.00000e+00

* Work counters
  Solve time (sec)   : 2.25513e+02
  Simplex iterations : 0
  Barrier iterations : 47847
  Node count         : 2731
POLYAPPROX
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : LO (linear optimization problem)
  Constraints            : 428682          
  Affine conic cons.     : 0               
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 44342           
  Matrix variables       : 0               
  Integer variables      : 4342            

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 11.69, probing time =  4.02
Presolved problem: 34276 variables, 414251 constraints, 1146760 non-zeros
Presolved problem: 10001 general integer, 4275 binary, 20000 continuous
Clique table size: 4251
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        0        1        0        0.0000000000e+00     NA                   NA          12.4  
0        1        1        0        0.0000000000e+00     -2.2514282113e+04    2.25e+16    18.7  
0        1        1        0        -2.1077001078e+04    -2.2514282113e+04    6.82        57.8  
Cut generation started.
0        1        1        0        -2.1077001078e+04    -2.2514282113e+04    6.82        106.3 
Cut generation terminated. Time = 2.95
0        10       1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        271.6 
0        21       1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        274.4 
10       34       1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        355.2 
24       48       1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        403.3 
37       61       1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        420.1 
54       78       1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        445.2 
71       95       1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        454.7 
87       111      1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        467.0 
105      129      1        0        -2.2203764855e+04    -2.2513614319e+04    1.40        487.3 
118      142      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        554.8 
140      157      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        571.1 
153      170      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        602.9 
166      183      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        633.6 
178      195      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        690.5 
190      207      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        721.8 
203      220      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        740.8 
217      234      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        758.5 
228      245      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        789.6 
240      257      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        822.3 
252      269      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        845.2 
264      281      1        0        -2.2232138772e+04    -2.2513614319e+04    1.27        892.5 
276      293      4        1        -2.2232138772e+04    -2.2511858689e+04    1.26        934.6 
288      305      4        5        -2.2232138772e+04    -2.2511389066e+04    1.26        982.5 
301      318      9        6        -2.2232138772e+04    -2.2493916486e+04    1.18        1024.3
312      329      12       8        -2.2232138772e+04    -2.2493916486e+04    1.18        1075.4
328      345      16       6        -2.2232138772e+04    -2.2493916486e+04    1.18        1110.7
341      358      17       8        -2.2232138772e+04    -2.2493338592e+04    1.17        1143.7
355      372      23       10       -2.2232138772e+04    -2.2492759686e+04    1.17        1156.0
373      390      27       12       -2.2232138772e+04    -2.2492629854e+04    1.17        1190.0
394      411      30       14       -2.2232138772e+04    -2.2492250530e+04    1.17        1225.2
405      422      33       14       -2.2232138772e+04    -2.2492250530e+04    1.17        1244.1
417      434      39       7        -2.2232138772e+04    -2.2492138514e+04    1.17        1256.4
440      457      50       8        -2.2232138772e+04    -2.2492138514e+04    1.17        1324.2
474      491      58       9        -2.2232138772e+04    -2.2492138514e+04    1.17        1346.6
506      523      56       10       -2.2232138772e+04    -2.2492138514e+04    1.17        1385.8
542      559      60       12       -2.2249165287e+04    -2.2492138514e+04    1.09        1419.3
590      603      60       13       -2.2249165287e+04    -2.2492138514e+04    1.09        1446.0
644      657      66       16       -2.2253325062e+04    -2.2492138514e+04    1.07        1494.4
695      706      73       14       -2.2253325062e+04    -2.2491578437e+04    1.07        1533.7
742      753      74       15       -2.2253325062e+04    -2.2486734704e+04    1.05        1591.8
776      787      78       16       -2.2299623338e+04    -2.2486734704e+04    0.84        1675.2
834      833      70       17       -2.2299623338e+04    -2.2486734704e+04    0.84        1697.4
888      887      74       19       -2.2299623338e+04    -2.2486734704e+04    0.84        1719.9
944      943      78       21       -2.2299623338e+04    -2.2486734704e+04    0.84        1747.1
990      989      82       23       -2.2299623338e+04    -2.2486734704e+04    0.84        1798.5
1060     1059     108      23       -2.2299623338e+04    -2.2486734704e+04    0.84        1848.0
1133     1132     117      10       -2.2299623338e+04    -2.2484646771e+04    0.83        1882.9
1170     1169     124      22       -2.2335005531e+04    -2.2484646771e+04    0.67        1936.1
1258     1249     130      25       -2.2335005531e+04    -2.2481357959e+04    0.66        1981.7
1344     1335     132      18       -2.2349221729e+04    -2.2479941189e+04    0.58        2032.8
1417     1403     125      20       -2.2349221729e+04    -2.2479941189e+04    0.58        2079.0
1452     1436     124      17       -2.2352687607e+04    -2.2479861007e+04    0.57        2127.3
1524     1504     108      18       -2.2352687607e+04    -2.2477273306e+04    0.56        2173.6
1598     1578     132      19       -2.2352687607e+04    -2.2475385653e+04    0.55        2197.3
1630     1610     134      20       -2.2352687607e+04    -2.2472792684e+04    0.54        2285.9
1692     1671     128      24       -2.2352687607e+04    -2.2472792684e+04    0.54        2332.5
1761     1740     125      29       -2.2352687607e+04    -2.2472792684e+04    0.54        2389.7
1832     1810     126      29       -2.2352687607e+04    -2.2472792684e+04    0.54        2420.2
1905     1883     123      26       -2.2352687607e+04    -2.2472275884e+04    0.54        2451.7
1980     1958     110      28       -2.2352687607e+04    -2.2472275884e+04    0.54        2492.4
2049     2027     91       29       -2.2352687607e+04    -2.2472275884e+04    0.54        2514.3
2111     2083     63       27       -2.2352687607e+04    -2.2470985147e+04    0.53        2562.1
2146     2116     48       27       -2.2352687607e+04    -2.2470985147e+04    0.53        2614.6
2181     2142     35       28       -2.2352687607e+04    -2.2470905032e+04    0.53        2641.4
2195     2156     33       29       -2.2352687607e+04    -2.2464460025e+04    0.50        2647.5
2209     2170     37       30       -2.2352687607e+04    -2.2464460025e+04    0.50        2666.7
2223     2184     35       32       -2.2352687607e+04    -2.2464460025e+04    0.50        2686.1
2238     2199     34       30       -2.2352687607e+04    -2.2464460025e+04    0.50        2707.3
2253     2214     31       30       -2.2352687607e+04    -2.2464460025e+04    0.50        2709.9
2268     2229     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        2716.5
2269     2240     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        2813.9
2280     2251     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        2875.9
2292     2263     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        2899.3
2303     2274     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        2941.3
2320     2291     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        2973.4
2332     2303     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3037.5
2349     2320     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3057.8
2361     2332     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3068.9
2373     2344     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3094.0
2385     2356     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3134.1
2416     2387     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3161.5
2434     2405     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3167.8
2447     2418     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3194.7
2474     2445     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3218.5
2494     2465     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3242.2
2510     2481     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3266.4
2542     2513     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3291.6
2576     2547     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3307.7
2610     2581     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3321.5
2634     2605     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3357.9
2662     2633     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3375.1
2698     2669     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3391.4
2752     2723     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3406.9
2805     2776     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3420.5
2873     2844     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3434.1
2946     2917     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3452.8
2993     2964     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3474.4
3041     3012     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3490.6
3073     3044     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3532.4
3118     3089     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3550.4
3152     3123     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3565.8
3188     3159     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3583.4
3218     3189     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3598.9
3238     3209     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3612.2
3251     3222     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3618.3
3263     3234     32       33       -2.2352687607e+04    -2.2464460025e+04    0.50        3661.6
3284     3255     35       29       -2.2352687607e+04    -2.2464460025e+04    0.50        3694.1
3297     3268     30       30       -2.2352687607e+04    -2.2464460025e+04    0.50        3700.8
3311     3282     26       32       -2.2352687607e+04    -2.2464460025e+04    0.50        3710.1
3330     3301     25       36       -2.2352687607e+04    -2.2464460025e+04    0.50        3731.5
3341     3312     28       21       -2.2352687607e+04    -2.2461266601e+04    0.49        3735.0
3352     3323     31       22       -2.2352687607e+04    -2.2461266601e+04    0.49        3741.8
3364     3335     27       27       -2.2352687607e+04    -2.2461266601e+04    0.49        3752.1
3376     3347     29       31       -2.2352687607e+04    -2.2461266601e+04    0.49        3785.4
3398     3369     21       40       -2.2352687607e+04    -2.2461266601e+04    0.49        3802.0
3417     3388     14       31       -2.2352687607e+04    -2.2461115282e+04    0.49        3812.7
3435     3406     18       22       -2.2352687607e+04    -2.2461102648e+04    0.49        3822.3
3453     3424     20       30       -2.2352687607e+04    -2.2461102648e+04    0.49        3886.3
3465     3436     18       30       -2.2352687607e+04    -2.2461069485e+04    0.48        3889.5
3482     3453     19       24       -2.2352687607e+04    -2.2461069485e+04    0.48        3908.3
3497     3468     22       36       -2.2352687607e+04    -2.2461069485e+04    0.48        3959.5
3514     3485     23       46       -2.2352687607e+04    -2.2461069485e+04    0.48        3972.1
3532     3503     25       27       -2.2352687607e+04    -2.2461069485e+04    0.48        3993.5
3543     3514     32       28       -2.2352687607e+04    -2.2461069485e+04    0.48        4004.8
3554     3525     29       34       -2.2352687607e+04    -2.2460898374e+04    0.48        4014.7
3568     3539     29       35       -2.2352687607e+04    -2.2460898374e+04    0.48        4026.9
3581     3552     30       47       -2.2352687607e+04    -2.2460873530e+04    0.48        4036.0
3592     3563     29       48       -2.2352687607e+04    -2.2460873530e+04    0.48        4045.9
3605     3576     30       30       -2.2352687607e+04    -2.2460873530e+04    0.48        4055.5
3616     3587     31       46       -2.2352687607e+04    -2.2460873530e+04    0.48        4059.9
3629     3600     32       50       -2.2352687607e+04    -2.2460873530e+04    0.48        4065.6
3641     3612     32       50       -2.2352687607e+04    -2.2460873530e+04    0.48        4073.6
3653     3624     30       47       -2.2352687607e+04    -2.2460873530e+04    0.48        4084.5
3666     3637     29       48       -2.2352687607e+04    -2.2460873530e+04    0.48        4099.2
3677     3648     30       50       -2.2352687607e+04    -2.2460873530e+04    0.48        4111.4
3688     3659     27       51       -2.2352687607e+04    -2.2460873530e+04    0.48        4129.9
3701     3672     30       41       -2.2352687607e+04    -2.2460873530e+04    0.48        4138.8
3712     3683     29       42       -2.2352687607e+04    -2.2460873530e+04    0.48        4145.5
3725     3696     30       52       -2.2352687607e+04    -2.2460873530e+04    0.48        4151.7
3737     3708     30       36       -2.2352687607e+04    -2.2460734420e+04    0.48        4167.9
3750     3721     27       37       -2.2352687607e+04    -2.2460734420e+04    0.48        4178.4
3761     3732     28       51       -2.2352687607e+04    -2.2460682795e+04    0.48        4186.2
3783     3754     34       53       -2.2352687607e+04    -2.2459682199e+04    0.48        4202.7
3796     3767     33       54       -2.2352687607e+04    -2.2459632385e+04    0.48        4214.3
3810     3781     29       53       -2.2352687607e+04    -2.2459632385e+04    0.48        4221.9
3824     3795     29       54       -2.2352687607e+04    -2.2459187440e+04    0.48        4232.6
3835     3806     30       55       -2.2352687607e+04    -2.2459187440e+04    0.48        4245.1
3847     3818     32       47       -2.2352687607e+04    -2.2459187440e+04    0.48        4249.5
3858     3829     29       54       -2.2352687607e+04    -2.2459187440e+04    0.48        4259.2
3871     3842     26       54       -2.2352687607e+04    -2.2459187440e+04    0.48        4267.4
3884     3855     29       48       -2.2352687607e+04    -2.2459187440e+04    0.48        4277.4
3897     3868     32       49       -2.2352687607e+04    -2.2459187440e+04    0.48        4285.9
3910     3881     37       50       -2.2352687607e+04    -2.2459187440e+04    0.48        4297.7
3923     3894     32       44       -2.2352687607e+04    -2.2459187440e+04    0.48        4308.7
3939     3910     34       41       -2.2352687607e+04    -2.2459187440e+04    0.48        4318.9
3952     3923     31       42       -2.2352687607e+04    -2.2459187440e+04    0.48        4330.7
3967     3938     36       43       -2.2352687607e+04    -2.2458797355e+04    0.47        4341.2
3984     3955     33       46       -2.2352687607e+04    -2.2458797355e+04    0.47        4396.8
4002     3973     31       47       -2.2352687607e+04    -2.2458797355e+04    0.47        4406.4
4014     3985     29       54       -2.2352687607e+04    -2.2458797355e+04    0.47        4418.6
4028     3999     33       55       -2.2352687607e+04    -2.2458797355e+04    0.47        4431.2
4041     4012     32       49       -2.2352687607e+04    -2.2458797355e+04    0.47        4440.4
4056     4027     33       50       -2.2352687607e+04    -2.2458797355e+04    0.47        4448.8
4069     4040     30       55       -2.2352687607e+04    -2.2458797355e+04    0.47        4459.0
4083     4054     24       56       -2.2352687607e+04    -2.2458797355e+04    0.47        4468.0
4094     4065     25       57       -2.2352687607e+04    -2.2458797355e+04    0.47        4476.4
4114     4085     31       54       -2.2352687607e+04    -2.2458797355e+04    0.47        4486.7
4125     4096     24       55       -2.2352687607e+04    -2.2458797355e+04    0.47        4490.4
4138     4109     25       43       -2.2352687607e+04    -2.2458512230e+04    0.47        4500.7
4158     4129     27       60       -2.2352687607e+04    -2.2458512230e+04    0.47        4524.5
4169     4140     24       58       -2.2352687607e+04    -2.2458512230e+04    0.47        4528.2
4181     4152     20       59       -2.2352687607e+04    -2.2458512230e+04    0.47        4534.9
4198     4169     17       59       -2.2352687607e+04    -2.2458512230e+04    0.47        4544.5
4212     4183     17       60       -2.2352687607e+04    -2.2458512230e+04    0.47        4562.7
4226     4197     19       61       -2.2352687607e+04    -2.2458512230e+04    0.47        4578.5
4242     4213     21       61       -2.2352687607e+04    -2.2458512230e+04    0.47        4596.7
4259     4230     20       44       -2.2352687607e+04    -2.2456943076e+04    0.47        4618.4
4275     4246     18       46       -2.2352687607e+04    -2.2456943076e+04    0.47        4656.8
4293     4264     20       60       -2.2352687607e+04    -2.2456943076e+04    0.47        4690.2
4310     4281     21       63       -2.2352687607e+04    -2.2456943076e+04    0.47        4699.3
4327     4298     22       64       -2.2352687607e+04    -2.2456943076e+04    0.47        4719.9
4346     4317     19       56       -2.2352687607e+04    -2.2456943076e+04    0.47        4739.3
4362     4333     17       63       -2.2352687607e+04    -2.2456943076e+04    0.47        4745.3
4377     4348     18       65       -2.2352687607e+04    -2.2456943076e+04    0.47        4758.4
4392     4363     21       52       -2.2352687607e+04    -2.2456943076e+04    0.47        4769.7
4409     4380     16       52       -2.2352687607e+04    -2.2456943076e+04    0.47        4794.9
4422     4393     19       46       -2.2352687607e+04    -2.2456704230e+04    0.47        4819.7
4437     4408     18       51       -2.2352687607e+04    -2.2456704230e+04    0.47        4843.0
4453     4424     12       53       -2.2352687607e+04    -2.2456704230e+04    0.47        4877.5
4464     4435     11       53       -2.2352687607e+04    -2.2456704230e+04    0.47        4887.9
4479     4450     8        51       -2.2352687607e+04    -2.2456704230e+04    0.47        4920.3
4490     4461     7        70       -2.2352687607e+04    -2.2456704230e+04    0.47        4938.2
4501     4472     12       56       -2.2352687607e+04    -2.2456704230e+04    0.47        4954.2
4512     4483     9        81       -2.2352687607e+04    -2.2456704230e+04    0.47        4969.1
4526     4497     9        47       -2.2352687607e+04    -2.2456564286e+04    0.46        4987.8
4539     4510     10       58       -2.2352687607e+04    -2.2443131736e+04    0.40        5011.8
4551     4522     8        77       -2.2352687607e+04    -2.2443131736e+04    0.40        5027.7
4564     4535     9        57       -2.2352687607e+04    -2.2443131736e+04    0.40        5036.0
4577     4548     10       58       -2.2352687607e+04    -2.2443131736e+04    0.40        5047.5
4590     4561     7        59       -2.2352687607e+04    -2.2443131736e+04    0.40        5057.9
4602     4573     7        60       -2.2352687607e+04    -2.2443131736e+04    0.40        5090.2
4613     4584     2        62       -2.2352687607e+04    -2.2357056971e+04    0.02        5146.5
4624     4595     1        91       -2.2352687607e+04    -2.2356696352e+04    0.02        5184.9
4635     4606     2        96       -2.2352687607e+04    -2.2356336050e+04    0.02        5189.5
4646     4617     1        102      -2.2352687607e+04    -2.2355998798e+04    0.01        5194.2
4657     4628     2        107      -2.2352687607e+04    -2.2355438720e+04    0.01        5198.9
An optimal solution satisfying the relative gap tolerance of 1.00e-02(%) has been located.
The relative gap is 9.61e-03(%).

Objective of best integer solution : -2.235268760737e+04     
Best objective bound               : -2.235483536547e+04     
Initial feasible solution objective: 0.000000000000e+00      
Construct solution objective       : Not employed
User objective cut value           : Not employed
Number of cuts generated           : 48
  Number of Gomory cuts            : 48
Number of branches                 : 4665
Number of relaxations solved       : 4636
Number of interior point iterations: 46
Number of simplex iterations       : 1543752
Time spend presolving the root     : 11.69
Time spend optimizing the root     : 6.38
Mixed integer optimizer terminated. Time: 5202.50

Optimizer terminated. Time: 5203.21 

Solution is optimal
  objective value = -22352.687607373227
MOSEK error 2950: No dual information is available for the integer solution.
ORIGINAL
Problem
  Name                   :                 
  Objective sense        : minimize        
  Type                   : CONIC (conic optimization problem)
  Constraints            : 52392           
  Affine conic cons.     : 40000           
  Disjunctive cons.      : 0               
  Cones                  : 0               
  Scalar variables       : 86197           
  Matrix variables       : 0               
  Integer variables      : 6197            

Optimizer started.
Mixed integer optimizer started.
Threads used: 20
Presolve started.
Presolve terminated. Time = 4.75, probing time =  3.46
Presolved problem: 126131 variables, 46106 constraints, 348635 non-zeros
Presolved problem: 1 general integer, 6130 binary, 120000 continuous
Presolved problem: 40000 cones
Clique table size: 6106
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
0        1        1        0        NA                   8.5427915443e+03     NA          14.5  
0        1        1        0        1.0105217837e+04     8.5427915443e+03     15.46       52.4  
Cut generation started.
0        1        1        0        1.0105217837e+04     8.5427915391e+03     15.46       156.5 
Cut generation terminated. Time = 12.47
8        12       9        2        1.0105217837e+04     8.5923236957e+03     14.97       243.9 
23       27       16       3        1.0105217837e+04     8.6574968465e+03     14.33       281.4 
35       39       22       5        1.0105217837e+04     8.6574968465e+03     14.33       303.8 
46       50       29       6        1.0105217837e+04     8.6574968465e+03     14.33       314.1 
57       61       32       4        1.0105217837e+04     8.6574968465e+03     14.33       322.0 
70       74       37       4        1.0105217837e+04     8.6574968465e+03     14.33       330.8 
83       87       50       7        1.0105217837e+04     8.6574968465e+03     14.33       345.3 
113      117      68       9        1.0105217837e+04     8.6574968465e+03     14.33       372.8 
173      177      90       11       1.0105217837e+04     8.6574968465e+03     14.33       398.1 
253      257      120      14       1.0105217837e+04     8.6574968465e+03     14.33       426.7 
373      377      164      11       9.7977860805e+03     8.6574968465e+03     11.64       470.2 
533      502      186      14       9.6345294651e+03     8.7032596833e+03     9.67        557.0 
713      662      214      9        9.6345294651e+03     8.8284540499e+03     8.37        622.0 
913      856      294      17       9.6345294651e+03     8.8284540499e+03     8.37        687.9 
1193     1134     398      7        9.6345294651e+03     8.9544864087e+03     7.06        770.1 
1557     1497     448      20       9.5964335106e+03     9.2109658960e+03     4.02        866.8 
1951     1865     468      17       9.5958131724e+03     9.2116560143e+03     4.00        949.6 
2369     2279     546      25       9.5782970799e+03     9.2122104304e+03     3.82        1032.9
2804     2709     577      29       9.5651243909e+03     9.2129715563e+03     3.68        1107.7
3277     3179     652      31       9.5105403959e+03     9.2132363543e+03     3.13        1179.9
3780     3652     729      27       9.5105403959e+03     9.2145429726e+03     3.11        1253.2
4264     4129     829      30       9.5105403959e+03     9.2170529005e+03     3.09        1314.3
4732     4597     937      33       9.5105403959e+03     9.2350059524e+03     2.90        1387.0
5219     5084     1028     27       9.5049303348e+03     9.2363452218e+03     2.83        1447.8
5701     5566     1096     32       9.4718475213e+03     9.2365999727e+03     2.48        1516.1
6201     6056     1180     38       9.4699156947e+03     9.2378073981e+03     2.45        1578.8
6686     6541     1251     31       9.4699156947e+03     9.2387648115e+03     2.44        1643.1
7174     7029     1313     47       9.4699156947e+03     9.2395886484e+03     2.43        1702.5
7656     7511     1363     48       9.4699156947e+03     9.2406016651e+03     2.42        1775.1
8130     7985     1447     50       9.4699156947e+03     9.2435414767e+03     2.39        1836.7
8630     8485     1495     39       9.4699156947e+03     9.2526336393e+03     2.29        1901.9
9126     8981     1541     45       9.4699156947e+03     9.2527895439e+03     2.29        1970.4
9625     9480     1580     37       9.4699156947e+03     9.2530973843e+03     2.29        2035.3
10124    9979     1655     39       9.4699156947e+03     9.2534163741e+03     2.29        2096.4
10612    10467    1697     38       9.4699156947e+03     9.2549935643e+03     2.27        2155.9
11090    10945    1741     46       9.4699156947e+03     9.2554678479e+03     2.26        2213.4
11572    11427    1805     60       9.4699156947e+03     9.2558232114e+03     2.26        2272.8
